2333;NEVARES;ALF GENIO TRIP.BCO 60G (24);006003;     329.000;1                                                                                                                                                    
2332;NEVARES;ALF GENIO TRIP.NEG. 60G (24);006003;     329.000;1                                                                                                                                                   
799;GULERO;ALF GULERO 80G;006363;     850.010;2                                                                                                                                                                   
1828;HAMLET;ALF HAMLET D.LECHE x36g (56);006003;     283.010;1                                                                                                                                                    
1838;HAMLET;ALF HAMLET MOUSSE MANIx34.5g (40);006003;     283.010;1                                                                                                                                               
2260;LULEMUU;ALF LULEMUU BLANCO ARROZ (12);006003;     519.098;1                                                                                                                                                  
2262;LULEMUU;ALF LULEMUU DDL ARROZ (12);006003;     519.098;1                                                                                                                                                     
2264;LULEMUU;ALF LULEMUU FRUT ARROZ (12);006003;     519.098;1                                                                                                                                                    
2263;LULEMUU;ALF LULEMUU LIMON ARROZ (12);006003;     519.098;1                                                                                                                                                   
2261;LULEMUU;ALF LULEMUU MARROC ARROZ (12);006003;     519.098;1                                                                                                                                                  
858;ARCOR;ALF MINITORTA AGUILA 72gr (21);006003;    1245.000;1                                                                                                                                                    
829;ARCOR;ALF MINITORTA BLANCO X 72grs.(21);006003;    1245.000;1                                                                                                                                                 
810;ARCOR;ALF MINITORTA BROWNIE X74gr ARCOR. (21);006003;    1245.000;1                                                                                                                                           
811;ARCOR;ALF MINITORTA COCO  73grs.(21);006003;    1245.000;1                                                                                                                                                    
2320;NEVARES;ALF NEVARES BCO SIMPLE 40G (40);006003;     233.000;1                                                                                                                                                
2322;NEVARES;ALF NEVARES NEG SIMPLE 40G (40);006003;     233.010;1                                                                                                                                                
888;RASTA;ALF RASTA BCO CAJA X18U.;006003;   16020.000;1                                                                                                                                                          
891;RASTA;ALF RASTA BCO X70g.;006003;     950.010;1                                                                                                                                                               
887;rasta;ALF RASTA NEGRO CAJA X18U.;006003;   16020.000;1                                                                                                                                                        
892;RASTA;ALF RASTA NGO X70g.;006003;     950.010;1                                                                                                                                                               
896;RASTA;ALF RASTA TRICO (14);006003;    1430.000;1                                                                                                                                                              
900;RASTA;ALF RASTA TRICO CAJA X14UN.;006003;   18799.997;1                                                                                                                                                       
7367;NEVARES;ALF SMACK CHOC/MANI 50g (24);006003;     315.001;1                                                                                                                                                   
7369;SMACK;ALF SMACK DDL BLANCO 60G (24);006003;     315.001;1                                                                                                                                                    
